10042 | r | 24 25 | 34 | 33
13038 | r | 25 | 32 33 23 24 28 29 30 31 | 26
13038 | r | 11 12 | 13 14 15 16 17 18 20 21 | 19
13071 | r | 6 | 7 8 11 | 9 10
13074 | r | 1 2 3 4 5 6 7 9 10 11 | 13 14 | 15 16
13084 | r | 10 11 | 12 13 14 15 16 17 19 20 | 18
13092 | r | 20 21 22 23 24 | 25 28 | 26 27
13131 | r | 7 | 20 21 22 23 26 | 24 25
1319 | r | 34 35 | 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 20 21 22 23 25 27 28 29 30 32 33 | 36
13198 | r | 11 12 13 | 10 14 15 16 19 | 17 18
13225 | r | 8 | 1 2 3 4 5 6 7 11 | 9 10
13247 | r | 1 2 | 3 4 5 6 | 7 8
13336 | r | 18 | 14 15 16 17 20 22 23 25 | 24
13360 | r | 30 31 32 | 33 35 29 | 34
13403 | r | 7 8 9 | 10 11 12 | 13
13537 | r | 13 | 17 | 16
13570 | r | 4 | 5 6 7 8 9 12 | 10 11
13616 | r | 4 | 1 2 3 10 11 | 5 6 7 8
13617 | r | 24 | 25 26 29 | 27 28
13665 | r | 10 | 11 12 14 15 | 13
13689 | r | 9 | 10 11 | 12 13
13737 | r | 19 20 | 14 15 16 17 18 21 22 23 24 25 | 26
13766 | r | 4 5 | 1 2 3 | 6
13785 | r | 15 | 14 16 17 18 19 20 21 23 25 | 24
13820 | r | 3 4 5 | 1 2 6 7 8 9 10 11 12 | 13 14
13822 | r | 8 9 10 | 1 4 5 6 7 | 2 3
13843 | r | 7 8 | 1 2 3 4 5 6 9 10 11 12 13 14 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 | 15
13843 | r | 19 | 32 33 17 18 20 21 22 24 26 27 28 29 30 31 | 23
13875 | r | 26 27 28 | 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 29 30 | 31
13942 | r | 1 | 2 3 4 5 8 9 10 11 12 13 14 15 16 | 6
13947 | r | 3 | 1 2 4 | 5 6
13972 | r | 11 12 | 2 3 4 5 6 7 8 9 10 | 13
14025 | r | 13 14 15 | 12 16 17 18 20 | 19
14041 | r | 2 3 4 5 6 | 7 8 9 10 11 | 12 13 14 15
14059 | r | 1 | 2 3 4 5 6 7 8 | 9
14070 | r | 10 | 1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 18 | 19
14088 | r | 30 31 | 32 33 34 35 37 29 | 36
14092 | r | 38 | 36 37 39 | 40
14132 | r | 12 | 1 2 3 4 5 7 8 9 11 13 14 15 16 19 20 21 22 23 24 25 26 27 28 29 30 | 17
14147 | r | 9 10 | 1 3 4 5 6 7 8 11 12 13 14 15 16 | 17
14161 | r | 13 | 14 15 16 17 18 19 20 21 22 25 | 23 24
1420 | r | 8 9 10 11 12 13 14 15 | 1 2 3 4 5 | 6
14217 | r | 3 | 1 2 4 5 6 7 8 | 9 10 11 12 13 14
14224 | r | 17 | 23 | 22
14248 | r | 22 | 19 20 21 23 24 25 26 27 | 28
14331 | r | 1 2 | 3 | 4 5 6 7 8 9
14357 | r | 7 8 9 10 12 13 14 15 | 1 2 3 | 4 5
14387 | r | 4 5 | 1 2 3 8 9 10 11 12 13 | 6
14391 | r | 18 19 20 | 17 23 | 21 22
14402 | r | 1 2 | 3 4 5 6 7 8 9 10 11 12 13 14 15 | 16 17
14428 | r | 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 | 1 2 3 4 5 6 | 7
14433 | r | 1 2 | 3 4 5 6 7 8 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 | 9 10
14442 | r | 1 2 3 4 5 6 7 8 9 10 11 | 13 14 15 | 16 17
14450 | r | 21 22 | 34 23 24 25 26 27 28 | 29 30 31 32 33
14477 | r | 21 22 | 20 23 24 25 26 27 30 | 28 29
14486 | r | 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 | 1 2 3 4 5 7 8 9 10 11 12 13 14 16 17 18 | 19 20
14491 | r | 6 7 | 5 8 9 10 13 | 11 12
14502 | r | 1 2 3 | 4 5 6 7 8 9 | 10 11
14596 | r | 7 | 1 2 3 4 5 6 8 9 11 12 13 15 18 19 20 21 22 23 24 | 16
14618 | r | 5 6 7 8 9 | 1 4 | 2 3
14633 | r | 1 2 | 4 5 6 7 9 12 13 14 15 | 16 17
14641 | r | 12 13 14 | 15 16 17 18 19 21 | 20
14674 | r | 1 2 | 3 4 5 | 6 7
14680 | r | 1 2 3 4 | 5 6 7 8 | 9 10
14804 | r | 8 | 7 9 10 11 12 13 14 15 17 | 16
14817 | r | 1 3 5 6 7 8 10 11 | 13 14 17 18 19 20 21 23 24 25 26 27 | 15 16
14838 | r | 1 2 3 | 4 5 6 7 | 8
14910 | r | 1 | 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 | 20 21
14922 | r | 2 3 5 6 7 8 9 10 | 1 12 13 14 15 16 | 17 18
14964 | r | 6 7 8 | 5 9 10 12 | 11
1502 | r | 12 | 1 2 3 5 6 7 8 9 11 13 14 15 16 17 18 19 22 23 24 25 26 | 20
15103 | r | 1 2 | 16 | 15
15154 | r | 27 | 32 33 35 26 28 29 30 31 | 34
15193 | r | 9 10 11 | 13 | 12
15212 | r | 15 16 | 18 | 17
15218 | r | 4 | 3 5 6 7 8 9 10 14 | 12
15240 | r | 17 | 16 18 19 20 21 25 | 23
15391 | r | 3 | 4 5 6 7 8 9 10 13 | 11 12
15406 | r | 17 18 19 21 | 14 15 16 | 23
15406 | r | 1 2 3 | 4 5 6 7 8 9 10 | 11 12
15450 | r | 1 | 7 8 9 10 11 | 12 13
15584 | r | 1 3 4 | 6 7 8 9 10 11 | 12
15588 | r | 3 4 | 1 2 5 6 9 10 11 13 14 15 17 18 19 20 21 | 7
156 | r | 9 10 11 12 13 | 1 2 3 4 5 6 7 8 15 | 14
15868 | r | 1 | 2 3 6 7 8 10 11 12 13 14 15 16 17 18 19 | 4 5
15881 | r | 18 | 17 19 20 21 22 23 25 | 24
15950 | r | 3 4 | 1 2 5 6 7 | 8 9
15988 | r | 6 7 8 9 10 11 12 13 14 15 16 17 18 | 1 2 | 3 4
1613 | r | 3 4 | 1 2 | 5 6
16217 | r | 1 2 | 3 4 | 5
1627 | r | 26 27 28 | 23 24 25 30 | 29
1636 | r | 7 8 9 11 14 | 1 3 4 6 | 16
16380 | r | 29 | 32 21 22 23 24 26 27 28 | 30 31
16384 | r | 7 8 | 1 2 3 4 5 6 | 9 10
16399 | r | 4 | 1 2 3 5 6 7 11 12 13 14 15 16 17 19 21 22 23 24 25 26 27 28 30 31 32 34 35 36 | 8 9
164 | r | 8 | 13 | 12
1642 | r | 1 2 3 4 5 6 7 8 9 | 10 11 12 13 | 14 15
16433 | r | 30 31 | 32 33 34 22 24 25 26 27 28 | 35 36
16484 | r | 3 4 5 | 1 2 6 7 | 8 9
16502 | r | 5 | 1 2 3 4 6 7 10 11 12 13 14 15 | 8
16537 | r | 10 11 12 | 9 13 14 15 16 17 18 19 20 21 22 23 26 | 24 25
16538 | r | 8 9 10 11 12 13 | 14 15 16 17 18 | 19 20
16540 | r | 1 | 2 | 3 4 5
16541 | r | 1 | 2 3 4 5 6 7 11 12 13 14 | 8 9
16565 | r | 3 4 | 1 2 5 6 7 8 9 10 11 | 12 13
16602 | r | 37 38 | 34 35 36 40 | 39
16616 | r | 3 4 5 6 7 | 8 9 | 10 11
16622 | r | 5 | 1 2 3 4 6 7 8 9 | 10 11 12
16695 | r | 32 33 | 36 | 34 35
16698 | r | 3 4 6 7 8 9 10 12 13 14 15 16 17 18 19 | 2 21 22 23 24 25 26 27 28 29 30 | 1
16703 | r | 7 8 9 | 1 2 3 4 5 6 | 10 11
16741 | r | 18 19 20 | 16 17 21 22 | 23
16771 | r | 12 | 19 | 18
16773 | r | 4 | 3 5 | 1 2
16780 | r | 1 2 | 3 | 4 5 6 7 8
16845 | r | 6 7 8 9 10 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 | 1 2 | 3 4
16846 | r | 3 4 5 6 7 8 9 10 11 | 1 2 14 | 12 13
16867 | r | 1 2 3 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 | 40 41 42 | 43
1690 | r | 1 2 3 4 5 6 7 8 | 9 10 11 12 13 | 14
16941 | r | 16 | 17 14 15 | 18
1697 | r | 27 | 23 24 25 26 29 | 28
16972 | r | 2 | 1 3 4 5 6 7 9 10 11 13 14 15 16 17 18 19 20 21 22 23 | 24 25
16977 | r | 3 | 1 2 4 5 6 7 8 | 9 10
16993 | r | 7 8 10 | 1 2 3 4 5 6 13 | 12
17007 | r | 8 9 | 11 | 10
17014 | r | 12 13 | 1 2 3 4 5 6 8 9 10 11 | 14 15
17170 | r | 60 61 63 | 65 66 67 68 69 70 73 | 71 72
17183 | r | 20 | 1 2 3 4 5 7 8 9 10 11 12 13 14 15 17 18 19 | 21 22
17210 | r | 7 8 | 1 2 3 4 5 6 9 10 11 12 | 13 14
1723 | r | 1 2 3 4 | 5 6 | 7 8
17231 | r | 13 14 15 16 | 1 2 4 5 6 7 9 10 11 12 18 | 17
17241 | r | 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 | 19 20 21 22 23 24 26 28 29 30 31 32 33 34 | 35 36
17275 | r | 9 10 11 | 8 | 6 7
17287 | r | 4 | 2 3 5 6 | 1
17291 | r | 1 2 3 4 5 6 7 8 9 | 11 12 | 13 14
17342 | r | 10 | 1 2 3 4 5 6 7 8 9 | 11 12
17353 | r | 8 9 10 11 12 14 15 16 18 19 20 | 1 2 3 4 6 7 23 24 25 26 27 28 29 30 31 32 33 | 21
17356 | r | 27 | 25 26 28 29 | 30 31 32 33
17369 | r | 41 42 43 | 27 28 29 30 31 32 33 34 35 36 37 38 40 44 45 47 48 49 50 51 52 | 53 54
17406 | r | 4 5 | 1 2 3 6 7 8 9 10 11 12 13 14 15 | 16 17
17430 | r | 1 | 2 5 6 7 8 9 10 11 12 | 3 4
17432 | r | 14 15 16 17 18 19 | 12 13 20 21 22 23 24 25 26 29 | 27 28
17444 | r | 1 | 2 3 | 4 5
17450 | r | 9 | 12 13 | 10 11
17458 | r | 4 | 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 | 1 2
17466 | r | 10 11 | 16 | 12 13 14 15
17473 | r | 11 | 20 | 15 16 17 18 19
17524 | r | 10 11 12 | 9 | 7 8
17560 | r | 5 | 15 | 14
17578 | r | 1 2 | 3 4 5 6 | 7 8
17595 | r | 22 23 24 25 26 27 28 29 30 31 32 33 34 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 | 35 36 37
17595 | r | 3 4 | 1 2 5 6 7 8 9 10 11 12 13 14 15 16 | 17 18 19
17611 | r | 9 10 | 7 8 11 12 13 14 15 16 17 18 19 21 | 20
1763 | r | 2 3 | 4 5 6 7 8 12 13 14 15 16 17 18 19 20 21 22 23 24 25 | 9 10
17655 | r | 5 6 7 8 9 10 11 | 3 4 | 1 2
17656 | r | 7 8 9 | 1 2 3 4 5 6 10 11 12 13 14 15 16 17 18 19 20 | 21 22
17664 | r | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 | 27 28 | 29 30
17665 | r | 30 31 32 33 34 35 36 37 38 39 40 | 24 25 26 | 27 28
17672 | r | 8 9 10 11 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 | 6 | 4 5
17684 | r | 1 2 3 | 4 5 6 | 7 8
17728 | r | 5 6 7 | 1 2 3 4 | 8 9
17769 | r | 2 3 4 5 6 7 | 1 8 9 10 11 12 13 | 14 15
17771 | r | 3 4 5 | 1 2 | 6 7
17777 | r | 15 16 17 18 | 4 5 6 7 8 10 11 13 14 | 19
17808 | r | 3 4 5 7 8 9 11 12 13 14 | 1 2 15 16 17 20 21 22 24 25 26 29 30 31 32 33 34 35 37 39 40 41 42 43 | 18
17840 | r | 1 2 3 4 5 6 7 8 9 10 11 12 | 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 37 38 | 35 36
17848 | r | 10 11 | 1 2 3 4 5 7 8 9 12 14 15 | 17 18
17853 | r | 21 22 | 20 23 24 25 26 29 | 27 28
17870 | r | 1 2 3 4 5 6 7 8 | 9 10 11 12 13 14 15 16 17 | 18 19
17874 | r | 11 12 | 7 8 9 10 13 14 17 19 20 21 22 24 26 27 28 | 15 16
17917 | r | 15 16 17 18 | 14 19 20 21 22 23 24 25 27 | 26
17946 | r | 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 | 1 2 3 | 4 5
18076 | r | 1 | 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 | 20 21
18088 | r | 2 3 5 6 7 8 9 10 | 1 12 13 14 15 16 | 17 18
1809 | r | 3 4 6 7 8 10 12 | 13 14 15 18 19 20 | 16 17
18126 | r | 1 | 2 3 4 5 6 7 8 9 | 10 11
18131 | r | 26 27 28 29 30 31 32 | 19 20 21 22 | 23 24
18137 | r | 12 | 1 2 4 5 6 7 8 9 11 13 14 15 16 17 18 | 19 20
18145 | r | 8 9 10 11 | 1 2 3 4 5 6 7 12 | 13 14
18169 | r | 1 2 3 | 4 5 | 6 7
18176 | r | 1 2 3 | 4 5 6 7 8 9 10 11 12 13 14 15 | 16 17
18184 | r | 3 4 | 1 2 5 6 7 8 9 | 10
1821 | r | 7 | 4 5 6 8 9 11 | 10
18216 | r | 15 16 | 8 9 10 11 12 13 14 18 | 17
18251 | r | 1 | 2 3 4 6 8 9 10 | 11
18311 | r | 16 17 18 | 1 3 4 5 6 7 8 9 10 12 13 14 15 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 | 19
1832 | r | 10 | 11 | 12 13
18326 | r | 11 12 | 8 9 10 13 14 15 16 17 18 19 20 21 22 | 23
18329 | r | 1 2 3 | 4 | 5 6
18348 | r | 7 8 | 2 3 4 5 6 9 10 11 12 13 | 14
18403 | r | 7 8 | 1 3 4 5 6 9 10 11 | 2
18521 | r | 11 12 13 14 15 16 17 18 | 1 2 3 4 5 6 7 8 9 10 19 20 21 22 25 26 27 28 29 30 31 32 33 34 35 | 23
18522 | r | 23 | 33 34 24 25 26 27 28 29 30 31 | 32
18544 | r | 1 | 2 3 4 5 7 8 | 10 11
18553 | r | 8 | 1 2 4 6 7 | 9 10
18567 | r | 4 | 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 | 17
1862 | r | 23 24 | 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 25 26 27 28 29 30 | 31
18635 | r | 7 8 | 1 2 3 4 5 6 12 13 14 15 16 17 18 | 9 10
18638 | r | 1 2 | 3 4 | 5
1871 | r | 22 23 | 21 27 | 24 25 26
18710 | r | 16 | 14 15 19 | 17 18
18846 | r | 5 | 6 7 8 11 14 | 15
18879 | r | 6 7 8 | 1 2 3 4 5 9 10 11 12 13 15 17 19 | 21
18968 | r | 7 8 9 | 1 2 3 4 5 6 10 11 | 12 13
19046 | r | 1 | 2 3 4 5 6 7 8 11 12 13 14 | 9 10
1909 | r | 1 | 2 3 4 5 6 7 8 9 10 11 12 13 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 | 14 15
1914 | r | 3 | 4 5 8 | 6 7
19196 | r | 6 | 1 2 5 7 8 9 10 11 12 13 14 16 17 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 | 3 4
19199 | r | 9 | 5 6 7 8 10 11 12 13 15 | 14
19211 | r | 3 | 1 2 | 4
19218 | r | 3 4 | 1 2 5 6 7 8 9 10 | 11 12
19237 | r | 8 | 9 10 11 | 12 13
19298 | r | 5 | 3 4 6 9 10 11 12 13 14 15 16 17 18 | 7
19315 | r | 3 4 5 6 | 1 8 9 10 11 12 13 14 16 17 18 19 | 20 21
19317 | r | 1 | 2 3 | 4 5
1935 | r | 5 6 7 8 9 10 | 14 | 13
19409 | r | 3 | 12 | 11
19651 | r | 4 5 | 6 7 | 8
19755 | r | 10 11 12 13 14 15 | 1 2 3 4 5 6 7 8 9 | 16
19756 | r | 1 2 | 3 4 5 | 6
19784 | r | 7 8 | 1 2 3 4 5 6 9 10 11 12 13 14 15 | 16
19817 | r | 14 | 9 10 11 12 13 15 17 18 19 20 22 23 24 25 | 26 27
19846 | r | 1 2 3 4 5 6 | 7 | 8
19904 | r | 1 2 3 4 5 | 6 7 8 9 10 14 15 16 17 18 19 20 21 22 23 24 25 | 11 12
19916 | r | 8 10 12 13 14 | 2 3 4 5 6 7 | 15 16
19919 | r | 7 8 10 11 12 14 15 16 17 18 20 21 22 23 24 25 | 2 3 4 | 5
19951 | r | 10 11 12 | 1 2 3 4 5 6 7 8 9 13 14 15 16 17 18 19 20 21 22 | 23 24
19971 | r | 14 | 15 16 18 19 20 21 22 23 24 26 | 25
19975 | r | 1 2 3 4 5 6 7 8 9 10 11 12 | 13 14 | 15
19993 | r | 19 | 32 33 34 36 20 21 22 23 24 25 26 27 28 29 30 31 | 35
20027 | r | 3 | 1 2 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 | 4
20060 | r | 19 20 21 22 23 | 18 27 | 24 25 26
20062 | r | 14 16 17 18 19 | 13 23 | 21 22
20218 | r | 8 9 10 11 | 1 2 3 4 5 7 12 13 | 14
20221 | r | 23 | 25 21 22 | 24
20272 | r | 19 | 18 20 21 22 23 24 25 26 27 | 28
2028 | r | 9 | 1 2 3 5 6 7 8 10 11 12 13 14 15 16 | 17
2036 | r | 5 | 4 6 7 8 9 12 | 10 11
20402 | r | 3 4 | 1 2 5 6 7 8 10 11 12 13 14 15 16 17 18 19 | 20 21
20407 | r | 21 22 | 15 16 17 18 19 20 24 | 23
20414 | r | 28 29 30 31 32 | 34 35 21 22 23 24 25 26 27 | 33
2045 | r | 4 5 | 1 2 3 6 7 8 10 11 12 | 14
20472 | r | 1 2 | 4 5 6 7 8 9 10 12 13 16 18 19 20 21 22 23 | 14 15
20479 | r | 19 20 | 21 23 24 25 | 26 27 28
20486 | r | 20 21 | 15 16 17 18 19 23 24 | 22
20536 | r | 6 7 8 9 | 1 2 3 4 5 | 10 11 12
20557 | r | 1 2 3 | 4 5 6 7 8 9 10 11 12 13 14 15 16 | 17 18
2063 | r | 2 | 3 4 5 6 7 8 11 | 9 10
20640 | r | 4 | 1 2 3 5 6 7 8 9 13 14 15 16 17 18 19 20 | 10 11
20702 | r | 7 8 9 10 11 12 | 1 2 3 4 5 6 13 14 15 16 | 17 18
20721 | r | 12 | 10 11 13 14 15 16 19 | 17 18
20735 | r | 12 | 11 13 14 18 | 15 16 17
20738 | r | 6 | 1 2 3 4 5 7 8 9 | 10
20846 | r | 17 18 19 | 5 6 7 8 9 10 11 12 13 14 15 16 21 22 | 20
20877 | r | 1 2 3 4 | 5 6 7 8 9 10 11 | 12 13
20990 | r | 14 | 15 16 17 20 | 18 19
20998 | r | 15 16 | 14 17 18 19 20 21 22 23 24 25 26 28 | 27
21065 | r | 15 | 4 5 6 7 8 9 10 11 12 13 14 17 | 16
21077 | r | 12 13 14 15 | 1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 23 24 25 26 27 28 29 30 | 20 21
21081 | r | 3 4 | 1 2 5 6 7 8 9 10 11 | 12 13
21097 | r | 18 19 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22 23 | 24 25 26
21100 | r | 6 7 8 | 1 2 3 4 5 | 9 10
21198 | r | 24 25 26 27 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 23 | 28 29
2123 | r | 18 19 | 21 | 20
21293 | r | 1 3 4 5 6 | 7 8 9 10 11 12 13 14 15 | 16 17
21326 | r | 10 11 12 13 14 | 9 15 16 19 | 17 18
21395 | r | 14 15 16 | 1 2 3 5 7 8 9 10 11 12 13 | 17
214 | r | 7 8 | 4 5 6 9 10 12 | 11
21443 | r | 4 5 6 7 | 8 9 10 11 | 12
2152 | r | 9 10 11 12 | 18 | 15 16 17
21691 | r | 23 | 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 | 24
2170 | r | 4 | 1 2 3 5 6 9 10 11 12 14 15 16 17 18 | 7
21747 | r | 12 | 11 13 14 15 16 17 18 19 20 21 22 23 24 26 | 25
21785 | r | 18 | 19 20 21 22 23 25 26 | 24
21961 | r | 6 7 8 9 10 11 12 13 14 15 | 1 2 3 4 5 16 17 18 19 | 20 21 22 23
22039 | r | 5 6 | 12 | 10 11
22041 | r | 5 6 | 1 2 3 4 7 | 8 9 10 11
22057 | r | 11 12 | 10 14 | 13
22077 | r | 13 14 | 1 2 3 4 5 6 7 8 9 10 11 12 | 15 16 17 18 19
22113 | r | 1 | 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 24 | 25
22155 | r | 27 28 29 30 31 | 16 17 18 19 20 21 22 23 24 26 | 32 33
22175 | r | 8 9 | 1 2 3 4 5 6 7 10 | 11 12
22184 | r | 7 8 9 10 | 1 2 4 6 14 15 16 18 19 20 21 22 23 24 25 | 11 12
22205 | r | 14 15 16 17 18 19 20 | 1 2 4 5 7 9 10 11 12 24 25 26 27 | 21 22
22208 | r | 21 22 23 25 26 28 29 30 31 | 1 2 3 4 5 6 7 9 10 11 12 13 14 15 17 18 19 20 36 37 38 39 41 42 43 44 | 33 34
22250 | r | 7 8 9 10 11 12 13 14 16 17 18 19 20 | 1 2 3 | 4 5
22278 | r | 5 | 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 23 | 21 22
223 | r | 11 12 | 17 | 13 14 15 16
223 | r | 4 5 | 7 | 6
22300 | r | 1 | 2 3 7 8 9 10 11 12 | 4 5
