10106 | s | 1 2 | 3 4 5 | 7 8 9 10 11 12 13 14 15 17 18 19 21 22
12886 | s | 12 | 13 14 | 16 17 18 19 20 21 22 23 24 25 26
12889 | s | 6 7 8 9 | 1 2 3 4 5 10 | 12 13 14 15 16
12922 | s | 4 | 1 2 3 | 6 7 8 9 10 11 12 14 15 16 17 18 19 20
12935 | s | 1 2 | 3 4 5 6 7 8 9 | 11 12 13 14 15 16 17 18 19
1294 | s | 1 2 3 4 5 6 7 8 9 10 11 | 12 13 | 15 16 17 18 19 20
13067 | o | 3 4 5 | 1 2 6 7 8 9 10 11 | 13 14 15 16
13074 | s | 3 4 | 1 2 5 6 7 | 9 10 11
13112 | s | 1 2 | 3 4 5 6 7 8 9 | 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
13174 | s | 1 | 2 3 4 5 6 7 | 9 10 11
13195 | o | 1 2 4 5 6 7 8 | 10 11 12 13 | 15 16 17 18 19 20 21 22 23 24 25
13208 | s | 1 | 2 3 4 | 6 7 8 9 10 11 12
13287 | s | 1 3 4 5 | 7 8 | 10 11 12 13 14 15 16 17 18
13325 | s | 1 2 | 3 | 4 5 6 7 8 9 10 11
13353 | s | 3 4 | 1 2 | 6 7 8 9 10 11 12 13 14 15 16
13358 | s | 1 2 3 4 | 5 6 7 8 9 10 11 12 | 14 15 16 17 18
13411 | s | 2 3 | 4 5 6 | 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
13430 | o | 1 2 | 12 13 | 15 16 17 18 19 20
13456 | s | 1 | 2 | 4 5 6 7 8 9 10
13536 | o | 1 2 | 3 4 5 6 7 9 10 11 12 13 14 15 16 17 | 19 20 21 23 24 25 26 27 28 29 30
13537 | s | 13 | 16 | 20 21 22 24 25
13578 | o | 5 6 7 9 10 11 | 1 2 3 4 13 14 15 | 17 18 19 20
13581 | s | 1 2 3 | 4 5 6 | 8 9 10
13620 | s | 1 2 | 3 | 5 6 7 8 9 10 11 12 13
13665 | o | 6 7 | 8 | 10 11 12 13 14 15
13688 | s | 1 2 3 4 | 12 13 14 | 16 17 18
13693 | s | 1 2 | 3 | 5 6 7 8 9 10 11 12 13
13723 | s | 5 6 | 1 2 3 4 | 8 9 10 11 12 13 14
13787 | s | 11 | 7 8 9 10 | 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30
13838 | s | 5 6 | 1 2 3 4 9 11 12 13 14 15 | 7 8
13847 | s | 7 8 | 1 2 3 4 5 6 | 10 11 12 13 14 15 16 17 18 19 20 21
13886 | s | 20 | 21 22 | 24 25 26
13888 | s | 5 6 | 14 15 | 17 18 19 20 21
13964 | s | 3 4 5 | 2 6 7 | 9 10 11
13992 | s | 1 | 2 | 4 5 6 7 8 10 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28
14102 | o | 11 12 | 1 2 3 4 5 6 7 8 9 10 13 14 15 | 17 18 19 20 21 22 23
14115 | s | 1 | 2 9 10 11 12 13 14 15 16 17 18 | 3 4 5 6 7
14123 | o | 1 | 2 3 4 5 6 7 8 9 | 11 12 14 15 16 17 19 20 21 22 23 25 26 27 29
14124 | s | 15 | 1 2 3 4 6 7 8 9 10 11 12 14 | 17 18 19
14271 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12 13 14 15
14353 | s | 1 2 3 4 | 5 6 7 8 9 10 11 12 13 | 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
14458 | s | 3 4 | 1 2 5 6 7 8 9 | 11 12 14 16 17 18 19 20 21 22 23 24
14505 | s | 10 11 12 | 1 2 3 4 5 7 9 13 14 | 16 17 18 19 20 21 22 23
1453 | s | 10 11 12 | 13 | 15 16 17 18 19 20
14600 | s | 1 | 2 3 4 7 8 9 | 5 6
14623 | s | 1 2 3 | 4 5 6 | 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 26 27 29
1480 | s | 1 | 2 3 4 | 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1482 | s | 8 9 10 | 11 12 | 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
14824 | s | 1 | 2 | 4 5 6 7 8 9
1492 | s | 1 | 2 3 4 5 6 7 8 9 10 | 12 13 14 15 16 17 18 19 20 21 22
1498 | s | 8 | 9 10 11 12 13 14 15 16 | 18 19 20
14984 | o | 20 21 22 23 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 | 25 26 27 28 29 30 31 32 33 34 35
15015 | s | 22 | 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 | 7 8 9 10 11 12 13 14 15 16 17 18
1502 | s | 12 | 20 | 22 23 24 25 26
15020 | s | 1 2 3 | 4 5 6 7 | 10 11 12 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29
15046 | s | 5 | 1 2 3 4 6 7 8 10 11 12 13 | 15 17 18 19 20 22 23 24 25 26 27 28 29
15102 | s | 6 | 1 2 3 4 5 7 8 | 10 11 12 13
15147 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12
15230 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12 13 14 15 16
1524 | o | 3 4 5 6 8 | 1 2 10 | 12 13 14 15 16 17 18 19 20 21 22
15256 | s | 1 2 | 3 4 5 | 7 8 9 10 11 12
15367 | s | 1 2 3 4 5 6 | 7 8 | 10 11 12 13 14 15 16 17
15422 | o | 13 14 | 1 2 3 4 5 6 7 8 9 10 11 12 | 16 17 18 19 20 21
15467 | s | 16 17 18 20 | 1 2 3 4 5 6 7 8 10 12 13 14 15 22 23 | 25 26 27 28
1549 | s | 20 | 11 12 13 14 15 16 17 18 19 21 22 | 23
15503 | s | 5 6 | 7 8 | 10 11 12 13 14
15510 | s | 21 22 | 20 23 24 | 26 28 30 31 32 33 34
15525 | s | 1 2 3 | 4 5 6 7 | 9 10 11 12 13 14 15 16 17 18 19 20 21 22
15561 | s | 1 | 2 | 4 5 6 7 8 9 10
15565 | s | 1 | 2 3 | 5 6 7 8 9 10 11 12 13
15568 | s | 1 2 3 4 5 7 8 | 10 11 12 13 14 15 16 | 18 19 21 22 23 25 26
15570 | s | 1 | 2 3 | 5 6 7 8 10 11 12 13 14 15
15571 | s | 1 2 3 4 5 6 | 7 8 | 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26
1564 | s | 1 | 2 3 | 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
15666 | o | 12 13 | 1 2 3 4 5 6 7 8 9 10 11 14 | 16 17 18
15703 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12 14 15 16 17 18 19 21
15739 | s | 12 13 15 16 17 18 19 20 21 | 1 2 3 4 5 6 7 8 9 10 11 | 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
15747 | o | 15 16 17 18 | 22 | 24 25 26 27 28 29 30 31 32
15753 | o | 15 16 17 18 | 22 | 24 25 26 27 28 29 30 31 32
15759 | s | 1 | 2 3 4 5 | 7 8 9 10
15825 | s | 6 | 1 2 3 4 5 | 8 9 11 12 13 14 15 16
15888 | s | 1 | 2 3 4 5 6 | 8 9 10 11 12 13 14 15
15890 | o | 5 6 | 1 2 3 4 7 8 9 | 11 12 13 14 15 16 17 18 19 20
15935 | s | 1 2 | 3 4 5 6 7 8 9 10 | 12 13 14 15
15958 | s | 11 | 1 2 3 4 5 6 7 8 9 10 15 16 17 18 19 20 21 22 23 24 25 26 | 12 13
15968 | s | 2 3 4 5 | 6 7 8 9 10 | 12 13 14 15
15976 | s | 10 11 12 | 1 3 4 6 7 8 9 13 | 15 16 17 18 19 20 21 22 23
16036 | s | 8 9 | 1 2 3 4 5 6 7 10 | 12 13 14 15 16 17 18
16040 | s | 2 | 3 4 5 6 7 | 9 10 11 12 13 14 15 16
16078 | s | 5 6 7 | 1 2 3 4 8 9 10 11 12 13 14 | 16 17 18
1608 | s | 13 | 1 2 3 4 5 6 7 8 9 10 11 12 | 14 15
16084 | o | 6 7 | 1 2 3 4 5 8 9 10 | 12 13 14 15 16 17 18 19 20 21 22 23 24 25
16086 | s | 1 2 3 | 4 5 6 7 8 9 | 11 12 13 14 15 16
16097 | s | 1 2 | 3 4 | 6 7 8 9 10
16106 | s | 1 | 2 3 4 5 6 7 8 | 10 11 12 14 15 16
16196 | s | 6 7 9 10 11 12 13 14 15 | 1 2 3 4 17 18 | 19 20 21 22 23 24
16325 | s | 1 2 3 4 5 6 8 9 10 11 12 | 14 15 16 17 | 19 20 21 22 23 24
16415 | s | 6 | 11 | 7 8 9 10
1651 | s | 32 | 33 34 35 36 37 38 31 | 40 41 42 43 44 45
16576 | s | 1 2 4 5 6 7 8 9 11 12 13 15 16 | 18 19 20 21 22 23 24 25 | 27 28 30 32 33 34 35
16636 | s | 3 | 1 2 | 5 6 7 8 9 10 11 12 13 14 15
16641 | s | 1 2 3 | 11 12 13 14 15 | 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42
16649 | s | 34 | 33 | 35 36 37 38 39 40 41 42 43 44 45 46 47 48
16747 | s | 14 | 13 15 16 24 | 17 18 19 20 21 22 23
17065 | s | 11 | 12 | 14 15 16 17 18 19 20
17110 | s | 3 4 | 1 2 | 6 7 8 9 10 11 12 13 14 16 17 18 20 21 22
17170 | s | 9 | 10 11 | 14 16 17 18 19 20 21
17417 | s | 17 | 11 14 16 | 19 20 21 22 23 24 25 26 27
17422 | s | 1 2 | 3 4 | 7 8 9 10 11 12 13 14 15 16 17
17449 | s | 14 | 15 | 16 17 18 19 20 21 22 23
17495 | s | 1 | 2 3 4 5 6 | 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1750 | s | 1 | 2 3 4 5 | 7 8 9 10 11 13 14 15 16 17 18 19 20 21
17538 | s | 17 | 11 14 16 | 19 20 21 22 23 24 25 26 27
1754 | s | 1 | 2 3 4 6 7 | 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
17543 | s | 1 2 | 3 4 | 7 8 9 10 11 12 13 14 15 16 17
17636 | s | 45 | 79 | 46 47 49 50 51 52 54 55 56 58 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 77
17752 | s | 1 2 | 4 | 6 7 8 9 10 11 12 13 14 15 16 18 19 20
1785 | o | 3 4 | 1 2 5 | 7 8 9 10 11 12 13 14 15 16
17871 | s | 1 2 | 5 | 7 8 9 10 11 12 13 14 15 16
17920 | s | 45 | 43 44 | 46 47 48 50 52 53 54 55 56 57 58 59 60 61 62 63
17925 | s | 6 7 | 1 2 4 5 8 9 10 11 12 13 14 15 | 17 18 19 20 21 22 23 24
18011 | s | 4 5 6 7 | 1 2 3 8 9 10 11 12 | 14 15 16 17 18 19 20 21 22 23
18217 | s | 1 2 | 3 | 6 7 8 10 11
18228 | s | 8 | 2 3 4 5 7 9 10 | 11 12 13 14
18273 | s | 2 | 18 | 3 4 5 6 8 9 10 11 12 13 14 15 16 17
18274 | s | 3 4 5 | 6 | 7 8
18293 | o | 5 6 | 7 8 | 10 11 12 13 14 15 17 18 19 20 21 22 24 25 26 27 28 29
1831 | s | 1 | 2 | 4 5 6 7 8 9 10 11 12
18311 | s | 23 | 39 21 22 | 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
18315 | s | 26 | 35 | 27 28 29 30 31 32 33 34
18401 | s | 1 | 2 3 | 5 6 7 8 9
18431 | s | 3 | 1 2 5 6 7 | 9 10 11 12 13
18462 | s | 11 | 18 19 20 | 22 23 24 25 26
18599 | s | 6 7 8 9 | 17 | 19 20 21 22 23 24 25
18678 | o | 5 6 8 9 10 | 1 2 3 4 | 12 13 14 15 16 17 18 19 20
18762 | s | 1 2 | 3 4 5 6 7 8 9 10 | 12 13 14 15 16 17 18 19 20 21 22
18766 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12
18845 | s | 12 13 14 | 6 7 8 9 10 11 15 | 17 18 19 20 21 22
18884 | s | 6 | 1 2 3 4 5 7 | 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
18888 | s | 1 2 3 4 6 7 9 | 12 13 14 15 | 17 18 19 20 22 23 25
18901 | s | 1 | 2 3 4 | 6 7 8 9 10 11
18973 | o | 16 17 18 19 21 | 13 14 15 23 | 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40 41 42 43
18977 | s | 1 | 19 | 21 22 23 24 25 26 27 28 29 30 31
18979 | s | 1 | 5 | 7 8 9 10 11 12 14 16 18 19 20 22 23 24
19006 | s | 25 26 | 24 27 | 11 12 13 14 15 16 17 18 19 20 21 22
19064 | o | 16 17 18 | 19 | 21 22 23 24 25 26 27
19094 | o | 8 9 | 1 2 3 5 7 10 11 12 13 | 15 16 17 18 19 20 21 22
19121 | s | 1 | 6 | 9 10 11
19160 | s | 3 4 | 6 7 | 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
19162 | o | 22 23 | 21 24 | 26 27 29 30 31 32 34
19167 | s | 12 13 | 11 14 15 16 | 18 19 20 21 23 24 25 26 27
19180 | o | 6 | 4 5 7 8 9 | 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
19203 | s | 6 | 7 | 9 10 11 12 13 14 15
19221 | o | 15 16 | 1 2 4 5 6 8 9 10 11 12 13 14 | 19 20 21 22 23 24 25 26
19238 | s | 3 4 | 1 2 | 6 7 8 9 10 11 12
19247 | s | 9 10 | 8 11 | 13 14 15 16 17 18 19 20
19252 | o | 7 8 | 1 2 3 4 5 6 | 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
19255 | s | 1 | 2 3 | 5 6 7 8 10 11 13 14 15 16 17 18 19 20 21 22 23
19302 | o | 7 8 9 10 11 | 1 2 3 4 5 6 | 13 14 15
19309 | s | 1 2 3 4 5 6 7 8 9 10 12 14 16 17 18 19 20 21 23 24 | 26 27 28 | 30 31 32 33 34 35 36 37 38 39
19337 | o | 11 12 | 1 2 3 4 5 6 7 8 9 10 13 14 | 16 17 18 19 20 21 22 23 24 25
19344 | s | 1 | 2 3 | 5 6 8 9 11 12 13 14
19351 | s | 20 | 21 22 | 25 26 27 28 29
19355 | s | 3 4 5 | 6 7 | 9 10 11 12 14 15 16 17 18
19355 | o | 9 | 10 11 12 | 14 15 16 17 18
19376 | s | 1 2 3 4 5 | 6 | 8 9 10 11 12 13 14 15 16 17 18 19 20 21
19393 | s | 1 | 2 3 4 | 6 7 8 9 10 11 12
19394 | s | 1 | 2 3 4 5 | 7 8 9 10 11 12 13 14 15 17 18 19 20
19442 | s | 1 2 | 3 | 5 6 7
19456 | o | 3 4 | 1 2 5 | 8 9 10 11 12 13 14 15
19521 | s | 1 2 3 4 | 5 6 7 8 | 10 11 12 13 14 15
19550 | o | 7 8 9 10 11 | 1 2 3 4 5 6 12 13 | 15 16 18 20 21 22 23 25 26 27 28 29 30 31
1961 | s | 3 4 | 1 2 5 | 7 8 9 10 11 12 13
19687 | s | 1 2 | 5 | 8 9 10 11 12 13 14 15
19699 | o | 6 | 1 2 3 4 5 7 8 | 10 11 12 13 14 15 16 17 18 19 20 21 22 23
19701 | s | 1 2 3 | 4 | 6 7 8 9 10
19704 | o | 3 4 | 5 | 7 8 9 10
1978 | o | 3 4 | 1 2 5 | 7 8 9 10 11 12 13 14 15 16 18 19 21 22 23 24 25
19788 | s | 1 2 4 5 6 7 8 | 10 | 12 13 14 15 16 17 18 19 20 21 23 24 25 27 28 29 31
19802 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12 13 14 15 16 17 18 19
19842 | o | 4 5 | 1 2 3 6 | 8 9 10 11 12 13 15 16 17 18 19 20 21 22
19895 | o | 4 5 | 3 6 7 9 10 11 12 | 14 15 16 17 18 19 20
19997 | s | 24 25 | 23 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 | 26 27 28 29 30 31 32
20 | s | 1 2 4 5 6 7 8 10 11 12 | 14 15 16 | 17 18
20010 | s | 3 | 1 2 4 | 6 7 8 9 10 12 14 15
20097 | s | 1 | 2 3 4 5 6 | 8 9 10 12 13 14 15 16
20228 | s | 1 2 | 10 11 12 | 14 15 16 17 19 20 21 22
20254 | s | 1 2 | 6 | 8 9 11 12 13 14
20318 | s | 2 3 | 1 4 5 | 6 7 8 9 10 11 12 13 14
20370 | s | 1 2 | 3 4 | 6 7 8 9 10 11 12 13
20393 | s | 1 2 3 4 5 | 14 | 16 17 18 19 20
20400 | s | 1 2 | 3 | 5 6 7 8 9 10 11 12 13 14 15 16 17
20413 | s | 5 6 | 1 2 3 4 8 10 11 12 13 14 15 | 17 18 19 20 21 22 23 24
20482 | s | 6 7 | 1 2 3 4 5 8 9 10 11 12 13 | 15 16 17 18 19 20 21
20494 | s | 2 | 3 4 5 7 8 9 10 11 12 13 14 15 16 | 18 19 20 21 22 23 24 25 26 27 28 29
20552 | s | 14 | 10 11 12 13 15 16 | 18 19
20567 | s | 1 2 3 | 4 5 6 7 | 9 10 11 12 13
20571 | s | 7 | 6 8 9 10 11 12 | 14 15 16 17
20578 | s | 4 5 6 | 1 2 3 7 | 9 10 11 12 13
20585 | o | 4 5 6 7 8 9 | 1 2 3 10 11 | 13 14 15
20650 | s | 5 | 1 2 3 4 6 | 9 10 11
20671 | s | 5 | 1 3 4 6 7 8 9 | 10 11
20752 | s | 21 | 26 | 22 23 24 25
20806 | s | 1 2 3 | 4 5 6 | 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31
20851 | s | 9 10 11 12 13 14 15 16 17 | 18 19 20 21 22 23 24 | 26 27 28 29 30 31 32 33 34 35 36
20852 | s | 3 | 1 2 4 5 | 7 8 9 10 11 12 13 14 15
20878 | s | 1 2 3 5 6 7 8 9 | 11 12 13 | 15 16 17 18 19
20904 | s | 1 | 2 3 | 5 6 7 8 9
20928 | s | 14 | 12 13 15 16 17 18 19 | 21 22 23 24 25 26 27 28 29
2095 | s | 1 2 | 3 4 5 6 7 8 | 10 11 12 13 14 15
21005 | s | 1 2 | 3 4 5 | 7 8 9 11 12 13 15 16 17 18 19 20 21 22
21008 | s | 1 2 | 10 11 13 | 16 17 18 19
2101 | o | 1 2 3 4 | 16 17 18 19 20 21 22 23 25 27 28 | 30 31 32 33 34 35 36 37
21020 | s | 10 | 1 2 3 4 5 6 7 8 9 11 | 13 14 15 16 18 19 20 21
21052 | s | 1 2 3 4 5 | 6 7 | 9 10 11 12 13 14
21119 | s | 1 | 7 8 | 10 11 12 13 14 15 17 18 19 20 21 22
21213 | o | 9 10 | 1 2 3 5 6 8 11 | 13 14 15 16 17 18 19 20 21 22 23
21342 | s | 1 2 3 4 5 6 7 8 | 9 10 11 12 | 14 15 16 17 18 19 20 21 22 23
21386 | s | 7 8 | 6 9 10 11 12 | 1 2 3 4
21390 | s | 1 | 2 3 4 5 | 7 8 9 10 11 12 13
21544 | s | 1 2 | 4 5 6 | 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25
21569 | o | 8 9 | 1 2 3 4 5 6 7 10 11 12 13 | 15 16 17 18
21609 | s | 1 2 | 3 4 6 7 8 9 10 12 13 14 | 16 18 19 20 21 22 23 25 26
21614 | s | 1 | 2 3 4 5 6 | 8 9 10 11 12
21687 | s | 9 | 8 10 11 12 15 | 13 14
2170 | s | 4 | 7 | 9 10 11 12 14 15 16 17 18
21705 | s | 4 5 6 | 1 2 3 | 8 9 10 11 12 13 14 16 17 18
21720 | s | 1 2 4 5 6 7 8 9 10 11 12 13 14 | 17 | 20 21 22 23 24 25 26 27 28
2194 | s | 1 2 3 4 5 6 7 | 8 9 10 11 12 14 16 17 18 19 20 21 22 | 24 25 26 27 28 29 30 31 32 33 34 35
22055 | s | 11 | 1 2 3 4 5 6 7 8 9 10 12 13 | 15 16 17 18 19 21 22 23 24 25
22090 | s | 23 | 24 | 26 27 28 29 30
22121 | s | 15 | 14 24 | 16 17 18 19 20 21 22 23
2218 | s | 1 | 2 3 4 5 | 7 8 9 10 11 12 13 14 15 16 18 20 21 22
22241 | s | 1 2 3 4 5 6 8 9 10 | 12 13 | 15 16 17 18 19 20 21 22 23 24 25 26
2227 | s | 17 | 16 | 8 9 10 11 12 13
22301 | o | 8 9 | 7 10 11 12 | 14 15 16
